Heading,Publisher,Date,Body
"Panel suggests higher sin tax on tobacco, alcohol",TNN,"Dec 20, 2018, 05:06 IST","NEW DELHI: The Niti Aayog has proposed a series of tough measures, including higher taxes on tobacco, alcohol and unhealthy foods such as soda and sugar-sweetened beverages, increased public health spending and creation of public health and management cadre in states to revamp the country's public and preventive health system. Underlining the severe shortage of doctors, nurses and paramedics, it also called for major reforms in regulation of medical education and suggested measures to raise the number of doctors, mainly specialists and super-specialists. In its strategy document for New India @75, Niti Aayog primarily deliberated on three areas related to health - Public Health Management and Action, Comprehensive Primary Health Care and Human Resources for Health. Setting goals for the government to revamp the health care scenario, the document suggested achieving a doctorpopulation ratio of at least 1:1,400 against the WHO norm of 1:1,000 and nurse population ratio of at least 1:500 by 2022-23. It also proposed generating at least 1.5 million jobs in the public health sector by 2022-23, a large number of which will employ women. The Aayog suggested linking 40% district hospitals with medical colleges and creating pathways for training of doctors in specialities and super-specialities at private hospitals to address the shortage of specialists in the country. It suggested similar steps to revamp the regulatory system in nursing, dentistry and pharmacy education. It suggested incentivising state governments to invest in creating a dedicated cadre for public health at the state, district and block levels and including Ayush into the mainstream. Underlining the role of preventable measures, the document said preventable risks such as malnutrition, air pollution and dietary risks were the biggest contributors to disease burden in India. ""Public health action and management is a scientific and professional endeavour which should not be left to untrained employees relying on common sense alone,"" it said."
"Simon Pegg talks about his struggle with alcoholism, depression",TNN,"Dec 20, 2018, 05:06 IST",
Natural perfumes for women: Time to ditch the alcohol ones,"Jan 23, 2019, 17:18 IST","Jan 23, 2019, 17:18 IST","As a fashionista lady,r you would definitely be very particular about what scent you are wearing. Of course, you would not want to smell bad and thus, picking up a long-lasting one would suit your need. As FDA doesn't make it compulsory for perfumeries to comprehensively list all fixings, you'll never have the capacity to see whether your scent bottle is free of petrochemicals or liquor. We have compiled a rundown of some of the natural, liquor free aroma brands on the off chance that you need to remain faithful and keep your body free from outlandish toxins.Biotique:Image Credit: biotique.comThe beauty products powered by Biotique come right from the heart of Ayurveda. The organic aromas from Biotique are no less than a natural whiff to keep you fresh all day long. Try BIO ROYAL SAFFRON. This botanical blast discharges a bounty of blossoms that has the ability to make everything appear to be increasingly positive. Mysteriously suggestive notes promptly stir your most profound faculties, giving you the impression of living in your very own mystery cultivate, far from the real world. Saffron, jasmine, Tuberose bloshavesom on a base of patchouli. Water Lily Oil, Saffron Extract, IPA, Himalayan Water-Q.S.Forest Essentials:  Image Credit: forestessentialsindia.comForest Essentials is one of the luxury organic brands propelled in the Indian market. The brand is known for producing natural, herbal makeup and beauty products that works wonder on your skin. Try PERFUME INTENSE DESI GULAB. Desi Gulab is otherwise called 'Taruni ' in Ayurveda which signifies 'inconceivably beautiful'.The freshest blooms of the curvaceous Rose is steam refined for its unadulterated basic oils. The durable, enchanting botanical aroma of this scent leaves a quieting and agreeable impact on the faculties.Kama Ayurveda:  Image Credit: kamaayurveda.comKama Ayurveda has confidence in the intensity of characteristic fixings in mending your skin, hair and body in a sheltered, delicate yet really successful way. Common, natural fixings are supplement rich and are promptly acknowledged by our bodies to give a wide assortment of positive advantages, sourced overwhelmingly from the Western Ghats of India. Try PURE LAVENDER WATER. Handpicked from the forest in the Himalayas, this Lavender Water has unparalleled relieving properties that gives a moment lift to the skin and decreases stress with its herbaceous scent. Lavender is a characteristic mitigating and hostile to bacterial fixing that cools and revives in sweltering and moist climate. Its calming property makes it ideal for touchy, aggravated skin inclined to rashes and sensitivities.Pure Sense:Image Credit: puresense.co.inPure Sense utilize Fresh Cells innovation in their items, a technology that keeps the antioxidants concentrates of super fruits unblemished in live organic product cells. These cell reinforcements are just discharged on contact with skin or hair to give most extreme security from the hurtful impacts of contamination. Try SOOTHING BODY MIST. Unwind and Calm your faculties with PureSense Soothing Body Mist, which is made with Australian Macadamia Nuts to make you feel and smell divine, unadulterated and pristine.This fragile fragrant Mist is a sustaining solution which spoils your skin and keeps you feeling new for the duration of the day. The Body Shop:Image Credit: thebodyshop.inThe Body Shop's Fijian Water Lotus item extend transports you straight to that colorful shoreline you have been imagining about. Foam on some unpretentious pacific breeze while you shower to feel as new as you did when you previously woke up. Try FIJIAN WATER LOTUS EAU DE TOILETTE. This shimmering, flower marine eau de toilette gently fragrances your skin with delectable notes of shining mandarin, unobtrusively oceanic water lotus, and a straightforward pinch of marine freshness. Contains concentrate of hand-picked Water Lotus from Fiji. So, ditch the chemical based fragrances and smell organic!Also Read: Best perfume for women under Rs 1,000"
"Martiny, bartending institute enters into India Book of Records",TNN,"Jan 30, 2019, 15:50 IST","MANGALURU: Martiny, a Mangaluru based professional bartending institute has made its entry into the -India Book of Records, for the 'Most Bartenders Flaring at the Same Time with 44 Bartenders', both boys and girls, recently.The record was achieved during doctors' conference, held at City Beech, Bolar, Mangaluru on November 17, 2018. The certificate stating about the achievement was received on January 12. India Book Records, which is affiliated to Asia Book of Records.Joseph Crasta, one of the partners of Martiny, told reporters that their organisation started a decade ago when none had idea about bartending industry and now it has become one of the fast growing profession. Most of the youths are attracted to this as they are placed at reputed hotel industries and paid well.Explaining about the record, he said that it was his long dream to make an entry into book of records and one his well-wishers informed about India Book of Records. He also said that he has not seen anywhere highest number of bartenders flaring in India. ""Taking his advice, we informed team of India Book Record but couldn't come to spot as it was late. They asked us to shoot a video of the flaring event and send to organisation. They considered our attempt and considered for record,"" he explained. About 39 boys and 4 girl bartenders participated in the record making event.He said that flair bartending is the practice of expert, trained bartenders entertaining guests or audiences with the manipulation of bar tools and liquor bottles in tricky, dazzling ways. Used occasionally in cocktail bars, the action requires skills commonly associated with jugglers. ""The same trick was used during our record making day,"" added Joseph.Vinod, partner, Martiny said that serving a couple of rounds of straight drinks in functions was once a matter of prestige in Mangaluru. It was replaced by open bars. Fast forward a few years, cocktail/mocktail counters are now a much sought after option in coastal and Silicon city Bengaluru.He added that Martiny had also setup a bar counter at the mehndi ceremony of Sandalwood actors Yash and Radhika Pandit. It has served also in the ceremonies of BR Shetty, Indian-born businessman and catered to many celebrities.Vinod also added that Martiny also conducts classes in bartending at reputed hotel management colleges to youngsters. ""It's a four month course, where candidates are taught on flaring, mixology, juggling, various types of mocktails and cocktails.""Hemaraj Shettigar, one of the students who trained in Martiny has been among ranked 39 place in world for his bartending skills. ""Initially my parents had apprehension about taking up bartending as profession. However, my achievement, they are very supportive about my decision. Apart from it, the taboo of becoming bartender also slowly going away from people's mind,"" he added."
"Slash cap on anonymous donations to parties, EC urges law ministry",PTI,"Oct 17, 2018, 16:33 IST","NEW DELHI: The Election Commission has urged the government to slash the cap on anonymous donations to political parties from the present Rs 20,000 to Rs 2,000 to usher in more transparency, a move which comes months ahead of Lok Sabha elections due next year.In a letter to the legislative department of the law ministry last week, the commission pointed out that while its demand to cap cash donations to parties to Rs 2,000 per person has been accepted and made part of the Finance Act, another demand to cap anonymous donations to Rs 2,000 is still pending.The poll panel had written to the government in the middle of 2017 to amend Section 29C of the Representation of the People Act, 1951 to put a cap of anonymous donations. The letter sent last week is a reiteration reminding the government that its demand has not yet been acted upon.""The commission feels that since donations up to Rs 20,000 can be kept anonymous and need not declared, there is a possibility that cash will also be accepted. This runs contrary to the bar on accepting cash donations beyond Rs 2,000,"" explained a functionary.There is no constitutional or statutory prohibition on receipt of anonymous donations by political parties. But there is an ""indirect partial ban"" on anonymous donations through the requirement of declaration of donations under Section 29C of The Representation of the People Act.But, such declarations are mandated only for contributions above Rs 20,000.According to Section 29 C of the law, the treasurer of a political party shall every financial year prepare a report on the contribution ""in excess"" of Rs 20,000 received by it from any person.As per the proposed amendment sent by the commission to the government, ""anonymous contributions above or equal to the amount of Rs two thousand should be prohibited."""
Punjab tops list for alcohol consumption among children: Survey,TNN,"Updated: Feb 23, 2019, 12:37 IST","CHANDIGARH: Punjab finds its name topping the list in a recently concluded study, this time for all the wrong reasons. In a survey released by the National Drug Dependence Treatment Centre, AIIMS, New Delhi recently, it was found that 1.2 lakh children between the age of 10 and 17 years in the state were alcohol consumers. The study titled “Magnitude of substance use in India” points out that the highest number of alcohol consumers in the country amongst children three times more than the national average. The national average of 40,000. West Bengal (3.9%) and Maharashtra (3.8%) stand second and third after Punjab in terms of children consuming alcohol. The authors attribute this to gaps in the treatment being provided. “In this study, we found that one in 37 people affected by alcohol use disorders and one in 20 affected by drug use disorders have not received any treatment. The policies of the government need to change and should not be based on strict control of the supply alone,” said Atul Ambekar, lead author of the survey. Pointing out about the gaps in the treatment, Ambekar said, “We have seen that strict regulation in the supply has convinced users to switch over to some other substance. This situation can be avoided by treating users as patients and not as criminals. They need medical attention.”The study however is silent on how many of these consumers will be converted into dependents. “It takes over a decade for the users to get addicted to any substance. However, the estimate number of users are indicators and we need to adapt evidence-based strategies instead of spreading awareness which has proved to be a weak strategy till now,” said Ambekar. The number of medical related issues are also high due to the consumption. 150 patients from Punjab diagnosed with alcohol-induced pancreatitis come annually to the PGI. ``The numbers are high, as such a problem becomes symptomatic after many years of alcohol consumption. We have been seeing many patients from Punjab,” said Rakesh Kochhar, of the department of gastroenterology, PGI. "
Per capita alcohol consumption more than doubled in India from 2005 to 2016,PTI,"Updated: Sep 22, 2018, 16:52 IST","NEW DELHI: Per capita alcohol consumption in India has more than doubled from 2005 to 2016, according to a report by the World Health Organisation (WHO).In India, the consumption of alcohol has increased from 2.4 litres in 2005 to 5.7 litres in 2016 with 4.2 litres being consumed by men and 1.5 litre by women, it said.The total alcohol per capita consumption (15+ years) is expected to increase in half of the WHO regions by 2025 and the highest increase is expected in the South-East Asia Region. An increase of 2.2 litres is expected in India alone which represents a large proportion of the total population in this region, the report highlighted.However, increases, although smaller, are also expected in Indonesia and Thailand (with the second- and fourth-largest largest populations).The second-highest increase is projected for the populations of the Western Pacific Region, where the population of China is the largest, with an increase in per capita consumption of 0.9 litres of pure alcohol by 2025.Total alcohol per capita consumption has increased globally after a relatively stable phase between 2000 and 2005. Since then, total per capita consumption rose from 5.5 litres in 2005 to 6.4 litres in 2010 and was still at the level of 6.4 litres in 2016, the report stated.However, diverging trends were noticed in different regions of the world.The harmful use of alcohol is one of the leading risk factors for population health worldwide and has a direct impact on many health-related targets of the Sustainable Development Goals (SDGs), including those for maternal and child health, infectious diseases (HIV, viral hepatitis, tuberculosis), noncommunicable diseases and mental health, injuries and poisonings.In 2016, the harmful use of alcohol resulted in some 3 million deaths (5.3 per cent of all deaths) worldwide and 132.6 million disability-adjusted life years (DALYs). Mortality resulting from alcohol consumption is higher than that caused by diseases such as tuberculosis, HIV/AIDS and diabetes.Among men in 2016, an estimated 2.3 million deaths and 106.5 million DALYs were attributable to the consumption of alcohol. 0.7 million women died and they experienced 26.1 million DALYs attributable to alcohol consumption.The harmful use of alcohol is a causal factor in more than 200 diseases and injury conditions, the report stated.Some 2.3 billion people are current drinkers. Globally more than a quarter (26.5 per cent) of all 15–19 year-olds are current drinkers, amounting to 155 million adolescents.The WHO has emphasized on the development, implementation and evaluation of cost-effective interventions for harmful use of alcohol as well as creating, compiling and disseminating scientific information on alcohol use and dependence, and related health and social consequences.The ""Global strategy to reduce the harmful use of alcohol"", negotiated and agreed by WHO Member States in 2010, represents international consensus that reducing the harmful use of alcohol and its associated health and social burden is a public health priority.The strategy provides guidance for action at all levels, including 10 recommended target areas for policy options and interventions for national action to reduce the harmful use of alcohol and the main components for global action to support and complement activities at country level."
Alcohol de-addiction rate very low in south Gujarat,TNN,"Jun 11, 2017, 11:54 IST","SURAT: The world will celebrate 82nd anniversary of Alcoholic Anonymous (AA) foundation, working for those addicted to alcohol, on Saturday. This organisation, however, came to south Gujarat only 25 years ago.People who are addicted to alcohol line up in huge numbers to get help at AA centres across south Gujarat. The success ratio remains below 10% world over. However, against nearly 40,000 people who come seeking help for de-addiction every year in south Gujarat, only 300 get cured, which is just 3%. Ramesh Patel, who comes from a reputed family, started drinking alcohol at the age of 16 in Mumbai during Ganesh festival. As girls used to praise his dancing, he started thinking it is the dose of alcohol that makes him dancing freely. Slowly he got addicted to alcohol and his family life was ruined.“I lost best years of my life because of alcohol. At the peak of my career, when I was 33, I had nothing but booze in my life. I had lost respect of friends and family,” said Patel. However, a friend took him forcibly to an AA centre in Surat where he was posted and things started changing slowly. Today at the age of 64, Patel himself runs an AA centre and has been sober for last 31 years. “Alcoholism is more rampant than we know. Number of alcoholics is higher. Most of the drinkers come for real help later in their life,” said Dr Mahesh Desai, a general practitioner for last 20 years. He added, “The time has come to make people understand that they need help and must approach a doctor regularly or go with groups like AA.” "
Bengaluru teens risk becoming alcoholics,TNN,"Jun 11, 2017, 11:54 IST",
Reformed alcohol addict to run from Mumbai to Delhi for a cause,TNN,"Feb 1, 2019, 06:14 IST","MUMBAI: Putting his best foot forward is how he believes in racing towards a new life. Dombivli resident Rahul Jadhav, a rehabilitated liquor addict, is all set to run solo from the Gateway of India in Colaba to India Gate in Delhi-a distance of 1,480 km over 17 days.The 'De-Addiction Ultra Run' aims to spread awareness of addiction and ways to reform, revive and restart a new life. He will be accompanied by a support team from Muktangan Rehabilitation Centre in Pune. He plans is to cover an average of 80-90km a day across 18 cities. The support team will reach out to rehabilitation centres en route and spread the message of saying 'No To Addiction'.Rahul's journey to being reformed was not an easy one. Often, his alcohol addiction was a hindrance for him to start afresh due to the resentment from society.So far, Jadhav has finished 22 marathons, including the Mumbai Marathon."
"#MeToo: Artist Binoy Varghese named anonymously, painter denies",IANS,"Oct 21, 2018, 17:43 IST","NEW DELHI: Artist Binoy Varghese was named in an anonymous #MeToo post on Instagram on Saturday night. Varghese has denied knowing the woman.The allegation made on Instagram page ""@herdsceneand"" -- a handle that has previously posted against artists Riyas Komu and Rahul Bhattacharya, among others -- does not name the victim.""This happened (sic) years ago. I had moved to Delhi from Hyderabad to pursue MPhil program at JNU... I spoke at length to many artists (at Travancore House) and even exchanged numbers.""The next day I started receiving random messages on friendship from one of the artists I had met. I ignored them, soon the messages took a slightly shady turn, and then in a couple of days he started writing about how much he was in love with me,"" the post alleged.The post added that despite saying she was not interested, Varghese ""started pestering"" a common friend to tell her that his ""intentions were noble ie he wanted to marry"" her, and even threatened to contact her gallerist to find out about her parents.The 1966-born painter, however, denied the allegation.""I don't know who she is. I tried my best to recollect but I don't know who she is. Even if like that, she herself has written that I only proposed to her, and asked her parents for marriage. It's something any gentleman would do. It's not a crime, no?"" he told IANS.Varghese has curated ""Green Line"", an exhibition by 110 participating artists that will open on Thursday at the Creativity Art Gallery here. As per the organisers, the sale proceeds will be donated for Kerala flood relief work.Gallerist Shekhar Jhamb confirmed they are going ahead with the exhibition despite the allegation.""It's his personal thing, if it's there. Professionally, I am only talking about the paintings and the charity,"" he said.The #MeToo movement in India has had many artists, including Padma Bhushan recipient Jatin Das and artist Riyas Komu being named, with Komu stepping down from all management positions of the famed Kochi Muziris Biennale following the allegations.TOI's policy on covering #MeToo"
Women alcoholics retrace steps to sobriety,TNN,"Updated: Dec 10, 2017, 01:51 IST","NEW DELHI: In a relatively conservative but modern society like India’s, social drinking by urban woman has become acceptable, but addiction can bring into play bias and prejudice besides causing an upheaval in relations with family and society. The numbers may be small but many such women are no longer wary of seeking help by sharing their stories and bonding with people who can understand them better. A group of such women met in the capital on Saturday morning — from across the country and abroad — to remind themselves of the edge of the precipice they had walked away from and say ‘never again’.Meenakshi, in her sixties now, can never forget her turbulent late thirties when alcoholism left her helpless and guilty, shamed and shunned by society. A commerce graduate and a senior manager, this single woman from an orthodox family was lucky to find support in her sister who led her to Alcoholics Anonymous where such people come together to recognize the problem, accept it as a disease that needs attention and then make “sharing from the heart” the key to achieving “sobriety”. It was in 1995 that she “sobered down” . And two years later, she formed the first all-women AA group, Shakti. It has about 25 members in Delhi now.It is this group which has, under the banner of All India Alcoholics Anonymous Women’s Convention, brought together women alcoholics, professionals, counsellors, doctors working on rehabilitation and women family members of all those under recovery this weekend. The gathering included nine women from north-eastern states like Meghalaya, Manipur and Mizoram besides New Zealand, USA and UK. The convention signalled how the AA family had grown but at the same time showed how little society has changed. They still need to guard their identities to prevent stigmatisation and emotional injury. People mostly understand very little about alcoholism and its triggers – ranging from genetic factors to severe trauma and relationship issues.Meenakshi was introduced to drinking by her senior in office. Soon she found herself craving for more and it only grew worse. She was guided to recovery in the early nineties when AA did not have a single all-women group since women were rarely seen drinking socially. So, she had to attend a an all-male meeting where she gradually opened up. “Soon, I realized gender did not matter here. We were just people with the same problems,” she told TOI. After a long and hard battle against alcohol through sharings at AA, she says “she was free.” However, she realized that women needed a platform to open up and Shakti was born. Sober since 1995, Meenakshi introduces herself in typical AA style: “I am an alcoholic.” This is to “remind ourselves every day that we are in recovery. The awareness keeps us away from a relapse.” These women meet at least twice a week for praying, sharing and reading from motivational books that form a part of the process of weaning one away from alcohol. You are taught how to keep away from drinking. “Next time you feel like going for a drink, pick up the phone and speak to an AA member” is one of the ways to cope.Meetu, 57, joined the group in 1997 when she was 37. “I sought help after 10 years of drinking which led to aggression, guilt, fear and rejection from family and even children. My drinking stemmed from a turbulent marriage. When the doctors told me my liver was getting affected, I was guided to AA. At the very first meeting, I felt they were sharing my story,” she recalls. From the hospitality business, she says that after her recovery, she mustered the courage to walk out of a bad marriage, earned the respect of her daughters and found love in the AA community. “I have been married to him for 13 years now and he too was recovering from alcoholism at AA like me when we met,” she discloses, flashing a radiant smile. 41-year- old Larissa from Shillong took to drinking to overcome her sense of loneliness that stemmed from a dysfunctional family. “When I started sharing at AA, I realized the problem was not in the alcohol bottle but in my spirits. I then started working on the core problem.”Amanat, a grandmother in her 50s, recalls December 22 in 2002 was the last time she touched a drink. Coming from an army family, she was shellshocked to discover that the man she married at the age of 23 was a heroin addict. They lived in UK and, eventually, her grief, anger and confusion turned her into an addict too. She later returned to India and had soon hit the bottle. Her sister-in-law stepped in to steer her towards AA. “At these meetings I felt cared for. This concern helped me break free,” said Amanat.(Names have been changed to protect identity)"
